country,year,average_magnitude,eneg,enep,enlp,electoral_system
Benin,1995,4.67000007629395,2.64744901657105,14.125,6.69000005722046,Small-Magnitude PR
Brazil,1950,12.1599998474121,2.21975588798523,7.1100001335144,4.1100001335144,Large-Magnitude PR
Brazil,1954,13.039999961853,2.21975588798523,8.6899995803833,4.59000015258789,Large-Magnitude PR
Brazil,1958,13.039999961853,2.21975588798523,9.81999969482422,4.48999977111816,Large-Magnitude PR
Brazil,1962,15.5600004196167,2.21975588798523,11.1700000762939,4.55999994277954,Large-Magnitude PR
Brazil,1982,19.1599998474121,2.21975588798523,2.65000009536743,2.39000010490418,Large-Magnitude PR
Brazil,1986,18.7299995422363,2.21975588798523,3.5550000667572,2.82999992370605,Large-Magnitude PR
Brazil,1990,18.6299991607666,2.21975588798523,9.78999996185303,8.6899995803833,Large-Magnitude PR
Brazil,1994,19,2.21975588798523,8.52999973297119,8.15999984741211,Large-Magnitude PR
Brazil,1998,19,2.21975588798523,8.14000034332275,7.1100001335144,Large-Magnitude PR
Bulgaria,1990,1,1.4275209903717,2.75,2.42000007629395,Single-Member District
Bulgaria,1991,7.73999977111816,1.4275209903717,4.18499994277954,2.41000008583069,Large-Magnitude PR
Bulgaria,1994,7.73999977111816,1.4275209903717,3.84500002861023,2.73000001907349,Large-Magnitude PR
Bulgaria,1997,7.73999977111816,1.4275209903717,3.02999997138977,2.51999998092651,Large-Magnitude PR
Canada,1949,1,2.47733306884766,2.83500003814697,1.75,Single-Member District
Canada,1953,1,2.47733306884766,2.85500001907349,2.16000008583069,Single-Member District
Canada,1957,1,2.47733306884766,2.99000000953674,2.85999989509583,Single-Member District
Canada,1958,1,2.47733306884766,2.44000005722046,1.53999996185303,Single-Member District
Canada,1962,1,2.47733306884766,3.23000001907349,2.83999991416931,Single-Member District
Canada,1963,1,2.47733306884766,3.20000004768372,2.65000009536743,Single-Member District
Canada,1965,1,2.47733306884766,3.30999994277954,2.58999991416931,Single-Member District
Canada,1968,1,2.47733306884766,2.97000002861023,2.32999992370605,Single-Member District
Canada,1972,1,2.47733306884766,3.25,2.83999991416931,Single-Member District
Canada,1974,1,2.47733306884766,2.96000003814697,2.38000011444092,Single-Member District
Canada,1979,1,2.47733306884766,3.08999991416931,2.45000004768372,Single-Member District
Canada,1980,1,2.47733306884766,2.9300000667572,2.40000009536743,Single-Member District
Canada,1984,1,2.47733306884766,2.75,1.69000005722046,Single-Member District
Canada,1988,1,2.47733306884766,3.03999996185303,2.32999992370605,Single-Member District
Canada,1993,1,2.47733306884766,3.9300000667572,2.34999990463257,Single-Member District
Canada,1997,1,2.47733306884766,4.08500003814697,2.98000001907349,Single-Member District
Canada,2000,1,2.47733306884766,3.76999998092651,2.53999996185303,Single-Member District
Central African Republic,1998,1,4.7766900062561,4.25,4.25,Single-Member District
Chile,1949,5.25,1.98807096481323,7.05000019073486,6.05000019073486,Small-Magnitude PR
Chile,1953,5.25,1.98807096481323,11.8800001144409,9.02000045776367,Small-Magnitude PR
Chile,1957,5.25,1.98807096481323,8.61999988555908,6.75,Small-Magnitude PR
Chile,1961,5.25,1.98807096481323,6.44000005722046,5.90000009536743,Small-Magnitude PR
Chile,1965,5.25,1.98807096481323,4.05999994277954,2.79999995231628,Small-Magnitude PR
Chile,1969,5.3600001335144,1.98807096481323,4.92000007629395,4.09000015258789,Small-Magnitude PR
Chile,1973,5.23999977111816,1.98807096481323,5.30000019073486,5.17999982833862,Small-Magnitude PR
Chile,1993,2,1.98807096481323,6.55000019073486,4.8600001335144,Small-Magnitude PR
Chile,1997,2,1.98807096481323,6.94999980926514,5.01999998092651,Small-Magnitude PR
Colombia,1974,7.65000009536743,2.90697693824768,2.36999988555908,2.28999996185303,Large-Magnitude PR
Colombia,1978,7.65000009536743,2.90697693824768,2.17000007629395,2.05999994277954,Large-Magnitude PR
Colombia,1982,7.65000009536743,2.90697693824768,2.07999992370605,1.98000001907349,Large-Magnitude PR
Colombia,1986,7.65000009536743,2.90697693824768,2.68499994277954,2.47000002861023,Large-Magnitude PR
Colombia,1990,7.65000009536743,2.90697693824768,2.23000001907349,2.20000004768372,Large-Magnitude PR
Colombia,1991,4.88000011444092,2.90697693824768,3.32999992370605,3,Small-Magnitude PR
Colombia,1994,4.88000011444092,2.90697693824768,2.67000007629395,2.78999996185303,Small-Magnitude PR
Costa Rica,1953,6.42999982833862,1.31164705753326,2.10999989509583,1.97000002861023,Small-Magnitude PR
Costa Rica,1958,6.42999982833862,1.31164705753326,3.5699999332428,3.22000002861023,Small-Magnitude PR
Costa Rica,1962,8.14000034332275,1.31164705753326,2.71000003814697,2.60999989509583,Large-Magnitude PR
Costa Rica,1966,8.14000034332275,1.31164705753326,2.32999992370605,2.14000010490417,Large-Magnitude PR
Costa Rica,1970,8.14000034332275,1.31164705753326,2.55999994277954,2.15000009536743,Large-Magnitude PR
Costa Rica,1974,8.14000034332275,1.31164705753326,4.01000022888184,3.13000011444092,Large-Magnitude PR
Costa Rica,1978,8.14000034332275,1.31164705753326,2.88000011444092,2.38000011444092,Large-Magnitude PR
Costa Rica,1982,8.14000034332275,1.31164705753326,2.52999997138977,2.26999998092651,Large-Magnitude PR
Costa Rica,1986,8.14000034332275,1.31164705753326,2.48499989509583,2.21000003814697,Large-Magnitude PR
Costa Rica,1990,8.14000034332275,1.31164705753326,2.55999994277954,2.21000003814697,Large-Magnitude PR
Costa Rica,1994,8.14000034332275,1.31164705753326,2.77999997138977,2.28999996185303,Large-Magnitude PR
Costa Rica,1998,8.14000034332275,1.31164705753326,3.36999988555908,2.55999994277954,Large-Magnitude PR
Croatia,1992,1,1.60039699077606,4.20499992370605,2.70000004768372,Single-Member District
Croatia,1995,1,1.60039699077606,3.78500008583069,2.64000010490418,Single-Member District
Croatia,2000,14,1.60039699077606,3.89000010490418,2.71000003814697,Large-Magnitude PR
Cyprus,1970,5.82999992370606,1.56054902076721,3.51500010490418,3.39000010490418,Small-Magnitude PR
Cyprus,1976,5.82999992370606,1.56054902076721,1.8400000333786,1.05999994277954,Small-Magnitude PR
Cyprus,1981,5.82999992370606,1.56054902076721,3.89499998092651,3.45000004768372,Small-Magnitude PR
Czech Republic,1996,25,1.47404599189758,5.32999992370606,4.15000009536743,Large-Magnitude PR
Czech Republic,1998,25,1.47404599189758,4.71999979019165,3.71000003814697,Large-Magnitude PR
Czechoslovakia,1990,12.5,2.01874589920044,5.98999977111816,4,Large-Magnitude PR
Czechoslovakia,1992,12.5,2.01874589920044,10.9899997711182,6.07999992370606,Large-Magnitude PR
Denmark,1947,5.09000015258789,1.14618897438049,3.79999995231628,3.55999994277954,Small-Magnitude PR
Denmark,1950,4.57000017166138,1.14618897438049,4.01000022888184,3.98000001907349,Small-Magnitude PR
Denmark,1953,4.57000017166138,1.14618897438049,3.92000007629395,3.84999990463257,Small-Magnitude PR
Denmark,1953,5.86999988555908,1.14618897438049,3.8199999332428,3.63000011444092,Small-Magnitude PR
Denmark,1957,5.86999988555908,1.14618897438049,3.90000009536743,3.76999998092651,Small-Magnitude PR
Denmark,1960,5.86999988555908,1.14618897438049,3.80999994277954,3.59999990463257,Small-Magnitude PR
Denmark,1964,5.86999988555908,1.14618897438049,3.75,3.50999999046326,Small-Magnitude PR
Denmark,1966,5.86999988555908,1.14618897438049,4.21999979019165,3.97000002861023,Small-Magnitude PR
Denmark,1968,5.86999988555908,1.14618897438049,4.55999994277954,4.23999977111816,Small-Magnitude PR
Denmark,1971,7.94000005722046,1.14618897438049,4.51999998092651,3.94000005722046,Large-Magnitude PR
Denmark,1973,7.94000005722046,1.14618897438049,7.1100001335144,6.8899998664856,Large-Magnitude PR
Denmark,1975,7.94000005722046,1.14618897438049,5.59999990463257,5.42000007629395,Large-Magnitude PR
Denmark,1977,7.94000005722046,1.14618897438049,5.23000001907349,5.19999980926514,Large-Magnitude PR
Denmark,1979,7.94000005722046,1.14618897438049,4.98999977111816,4.82000017166138,Large-Magnitude PR
Denmark,1981,7.94000005722046,1.14618897438049,5.76000022888184,5.46999979019165,Large-Magnitude PR
Denmark,1984,7.94000005722046,1.14618897438049,5.25,5.03999996185303,Large-Magnitude PR
Denmark,1987,7.94000005722046,1.14618897438049,5.82999992370606,5.30999994277954,Large-Magnitude PR
Denmark,1988,7.94000005722046,1.14618897438049,5.82999992370606,5.32000017166138,Large-Magnitude PR
Denmark,1990,7.94000005722046,1.14618897438049,4.84000015258789,4.36999988555908,Large-Magnitude PR
Denmark,1994,7.94000005722046,1.14618897438049,4.76000022888184,4.53999996185303,Large-Magnitude PR
Denmark,1998,7.94000005722046,1.14618897438049,4.73999977111816,4.71000003814697,Large-Magnitude PR
Dominica,1980,1,1.63078904151917,2.96000003814697,1.49000000953674,Single-Member District
Dominica,1985,1,1.63078904151917,2.10999989509583,1.75999999046326,Single-Member District
Dominica,1990,1,1.63078904151917,2.69000005722046,2.54999995231628,Single-Member District
Dominica,1995,1,1.63078904151917,2.99000000953674,2.57999992370605,Single-Member District
Dominica,2000,1,1.63078904151917,2.54999995231628,2.38000011444092,Single-Member District
Ecuador,1979,2.84999990463257,2.89855098724365,6.40000009536743,3.95000004768372,Small-Magnitude PR
Ecuador,1984,2.95000004768372,2.89855098724365,10.3199996948242,5.98000001907349,Small-Magnitude PR
Ecuador,1986,2.95000004768372,2.89855098724365,11.9499998092651,7.55999994277954,Small-Magnitude PR
Ecuador,1988,2.95000004768372,2.89855098724365,8.14000034332275,4.19999980926514,Small-Magnitude PR
Ecuador,1990,2.85999989509583,2.89855098724365,7.90000009536743,6.96999979019165,Small-Magnitude PR
Ecuador,1992,3.09999990463257,2.89855098724365,7.78999996185303,6.6100001335144,Small-Magnitude PR
Ecuador,1994,3.09999990463257,2.89855098724365,7.48000001907349,5.90000009536743,Small-Magnitude PR
Ecuador,1996,3.32999992370605,2.89855098724365,6.42999982833862,5.1100001335144,Small-Magnitude PR
Ecuador,1998,5,2.89855098724365,6.17999982833862,5.65999984741211,Small-Magnitude PR
El Salvador,1985,4.28999996185303,1.24657201766968,2.6800000667572,2.55999994277954,Small-Magnitude PR
El Salvador,1988,4.28999996185303,1.24657201766968,2.75,2.41000008583069,Small-Magnitude PR
El Salvador,1991,4.57000017166138,1.24657201766968,3.33999991416931,3.00999999046326,Small-Magnitude PR
El Salvador,1994,4.57000017166138,1.24657201766968,3.48000001907349,3.05999994277954,Small-Magnitude PR
El Salvador,1997,4.57000017166138,1.24657201766968,3.95000004768372,4.17000007629395,Small-Magnitude PR
El Salvador,2000,4.57000017166138,1.24657201766968,3.6800000667572,3.47000002861023,Small-Magnitude PR
Estonia,1992,8.42000007629395,2.04519891738892,8.86499977111816,5.90000009536743,Large-Magnitude PR
Estonia,1995,9.18000030517578,2.04519891738892,5.92999982833862,4.15000009536743,Large-Magnitude PR
Estonia,1999,9.18000030517578,2.04519891738892,6.88000011444092,5.5,Large-Magnitude PR
Finland,1948,13.3000001907349,1.15140998363495,4.90000009536743,4.53999996185303,Large-Magnitude PR
Finland,1951,13.3000001907349,1.15140998363495,4.96000003814697,4.78000020980835,Large-Magnitude PR
Finland,1954,13.3000001907349,1.15140998363495,4.98000001907349,4.71000003814697,Large-Magnitude PR
Finland,1958,13.3000001907349,1.15140998363495,5.19000005722046,4.86999988555908,Large-Magnitude PR
Finland,1962,13.3000001907349,1.15140998363495,5.8600001335144,5.09000015258789,Large-Magnitude PR
Finland,1966,13.3000001907349,1.15140998363495,5.21999979019165,4.96000003814697,Large-Magnitude PR
Finland,1970,13.3000001907349,1.15140998363495,6.17000007629395,5.57999992370606,Large-Magnitude PR
Finland,1972,13.3000001907349,1.15140998363495,5.94999980926514,5.51000022888184,Large-Magnitude PR
Finland,1975,13.3000001907349,1.15140998363495,5.8899998664856,5.30999994277954,Large-Magnitude PR
Finland,1979,13.3000001907349,1.15140998363495,5.73999977111816,5.21000003814697,Large-Magnitude PR
Finland,1983,13.3000001907349,1.15140998363495,5.44999980926514,5.34000015258789,Large-Magnitude PR
Finland,1987,13.3000001907349,1.15140998363495,6.15000009536743,4.92999982833862,Large-Magnitude PR
Finland,1991,13.3000001907349,1.15140998363495,5.90999984741211,5.23000001907349,Large-Magnitude PR
Finland,1995,13.3000001907349,1.15140998363495,5.78000020980835,4.88000011444092,Large-Magnitude PR
Finland,1999,13.3000001907349,1.15140998363495,5.92999982833862,5.15000009536743,Large-Magnitude PR
France,1946,5.32999992370606,1.37376594543457,4.65000009536743,4.32000017166138,Small-Magnitude PR
France,1951,5.28000020980835,1.37376594543457,5.40000009536743,5.92000007629395,Small-Magnitude PR
France,1956,5.28000020980835,1.37376594543457,6.07999992370606,5.73000001907349,Small-Magnitude PR
France,1958,1,1.37376594543457,6.07999992370606,3.44000005722046,Single-Member District
France,1962,1,1.37376594543457,4.92999982833862,3.4300000667572,Single-Member District
France,1967,1,1.37376594543457,4.55000019073486,3.76999998092651,Single-Member District
France,1968,1,1.37376594543457,4.32000017166138,2.49000000953674,Single-Member District
France,1973,1,1.37376594543457,5.67999982833862,4.53000020980835,Single-Member District
France,1978,1,1.37376594543457,5.07999992370606,4.19000005722046,Single-Member District
France,1981,1,1.37376594543457,4.1399998664856,2.6800000667572,Single-Member District
France,1986,5.78999996185303,1.37376594543457,4.65999984741211,3.90000009536743,Small-Magnitude PR
France,1988,1,1.37376594543457,4.38000011444092,3.0699999332428,Single-Member District
France,1993,1,1.37376594543457,6.71000003814697,2.85999989509583,Single-Member District
France,1997,1,1.37376594543457,6.55000019073486,3.53999996185303,Single-Member District
Germany,1990,1,1.10487794876099,3.75,3.17000007629395,Single-Member District
Germany,1994,1,1.10487794876099,3.74000000953674,3.45000004768372,Single-Member District
Germany,1998,1,1.10487794876099,3.78999996185303,3.30999994277954,Single-Member District
Ghana,1979,1,6.49561595916748,3.75,2.64000010490418,Single-Member District
Greece,1946,9.31999969482422,1.06232297420502,2.73000001907349,2.65000009536743,Large-Magnitude PR
Greece,1950,6.40999984741211,1.06232297420502,7.98999977111816,5.71999979019165,Small-Magnitude PR
Greece,1951,6.28999996185303,1.06232297420502,4.15000009536743,3.23000001907349,Small-Magnitude PR
Greece,1952,3.02999997138977,1.06232297420502,2.71499991416931,1.45000004768372,Small-Magnitude PR
Greece,1956,7.32000017166138,1.06232297420502,2.18499994277954,2.09999990463257,Large-Magnitude PR
Greece,1958,5.44999980926514,1.06232297420502,3.51999998092651,2.44000005722046,Small-Magnitude PR
Greece,1961,5.44999980926514,1.06232297420502,2.53999996185303,2.29999995231628,Small-Magnitude PR
Greece,1963,5.44999980926514,1.06232297420502,2.82999992370605,2.42000007629395,Small-Magnitude PR
Greece,1964,5.44999980926514,1.06232297420502,2.40000009536743,2.25999999046326,Small-Magnitude PR
Greece,1974,5.1399998664856,1.06232297420502,2.75,1.73000001907349,Small-Magnitude PR
Greece,1977,5.1399998664856,1.06232297420502,3.74000000953674,2.34999990463257,Small-Magnitude PR
Greece,1981,5.1399998664856,1.06232297420502,2.6800000667572,2.09999990463257,Small-Magnitude PR
Greece,1985,5.1399998664856,1.06232297420502,2.58999991416931,2.14000010490417,Small-Magnitude PR
Greece,1989,5.1399998664856,1.06232297420502,2.73000001907349,2.40000009536743,Small-Magnitude PR
Greece,1989,5.1399998664856,1.06232297420502,2.55999994277954,2.3199999332428,Small-Magnitude PR
Greece,1990,5.1399998664856,1.06232297420502,2.63000011444092,2.36999988555908,Small-Magnitude PR
Greece,1993,5.1399998664856,1.06232297420502,2.63000011444092,2.17000007629395,Small-Magnitude PR
Greece,1996,5.1399998664856,1.06232297420502,3.06500005722046,2.35999989509583,Small-Magnitude PR
Greece,2000,5.1399998664856,1.06232297420502,2.64000010490418,2.21000003814697,Small-Magnitude PR
Guatemala,1966,2.5,1.9716089963913,2.82999992370605,2.3199999332428,Small-Magnitude PR
Guatemala,1994,2.77999997138977,1.9716089963913,5.69999980926514,3.47000002861023,Small-Magnitude PR
Guatemala,1995,2.77999997138977,1.9716089963913,6.03499984741211,2.73000001907349,Small-Magnitude PR
Guatemala,1999,3.96000003814697,1.9716089963913,3.76500010490418,2.34999990463257,Small-Magnitude PR
Guyana,1992,53,2.6285560131073,2.15000009536743,1.52999997138977,Large-Magnitude PR
Guyana,1997,53,2.6285560131073,2.17000007629395,1.57000005245209,Large-Magnitude PR
Honduras,1997,7.1100001335144,1.22701001167297,2.38000011444092,2.1800000667572,Large-Magnitude PR
Hungary,1990,1,1.2291419506073,7.40000009536743,3.78999996185303,Single-Member District
Hungary,1994,1,1.2291419506073,5.98999977111816,2.90000009536743,Single-Member District
Hungary,1998,1,1.2291419506073,6.67000007629395,4.07999992370605,Single-Member District
India,1962,1,5.29068613052368,4.40000009536743,1.86000001430511,Single-Member District
India,1967,1,5.29068613052368,5.18499994277954,3.19000005722046,Single-Member District
India,1971,1,5.29068613052368,4.625,2.11999988555908,Single-Member District
India,1977,1,5.29068613052368,3.40000009536743,2.61999988555908,Single-Member District
India,1980,1,5.29068613052368,4.24499988555908,2.16000008583069,Single-Member District
India,1984,1,5.29068613052368,3.98000001907349,1.69000005722046,Single-Member District
India,1989,1,5.29068613052368,4.80000019073486,4.1100001335144,Single-Member District
India,1991,1,5.29068613052368,5.11999988555908,3.59999990463257,Single-Member District
India,1999,1,5.29068613052368,6.73999977111816,5.8600001335144,Single-Member District
Indonesia,1999,17.1100006103516,4.26955986022949,5.05000019073486,4.67000007629395,Large-Magnitude PR
Ireland,1948,3.6800000667572,1.20627295970917,4.09000015258789,3.60999989509583,Small-Magnitude PR
Ireland,1951,3.6800000667572,1.20627295970917,3.35500001907349,3.25,Small-Magnitude PR
Ireland,1954,3.6800000667572,1.20627295970917,3.24000000953674,3.03999996185303,Small-Magnitude PR
Ireland,1957,3.6800000667572,1.20627295970917,3.15499997138977,2.74000000953674,Small-Magnitude PR
Ireland,1961,3.78999996185303,1.20627295970917,3.23499989509583,2.8199999332428,Small-Magnitude PR
Ireland,1965,3.78999996185303,1.20627295970917,2.72000002861023,2.63000011444092,Small-Magnitude PR
Ireland,1969,3.40000009536743,1.20627295970917,2.8199999332428,2.45000004768372,Small-Magnitude PR
Ireland,1973,3.40000009536743,1.20627295970917,2.80999994277954,2.57999992370605,Small-Magnitude PR
Ireland,1977,3.5,1.20627295970917,2.85500001907349,2.38000011444092,Small-Magnitude PR
Ireland,1981,4,1.20627295970917,2.85999989509583,2.60999989509583,Small-Magnitude PR
Ireland,1982,4,1.20627295970917,2.69000005722046,2.55999994277954,Small-Magnitude PR
Ireland,1982,4,1.20627295970917,2.72000002861023,2.54999995231628,Small-Magnitude PR
Ireland,1987,4,1.20627295970917,3.47000002861023,2.90000009536743,Small-Magnitude PR
Ireland,1989,4,1.20627295970917,3.375,2.98000001907349,Small-Magnitude PR
Ireland,1992,4,1.20627295970917,3.94000005722046,3.5,Small-Magnitude PR
Ireland,1997,4,1.20627295970917,4.02500009536743,3.00999999046326,Small-Magnitude PR
Israel,1949,120,2.10762810707092,5.40500020980835,4.73000001907349,Large-Magnitude PR
Israel,1951,120,2.10762810707092,5.13000011444092,4.82999992370606,Large-Magnitude PR
Israel,1955,120,2.10762810707092,6.35500001907349,6,Large-Magnitude PR
Israel,1959,120,2.10762810707092,5.20499992370606,4.92000007629395,Large-Magnitude PR
Israel,1961,120,2.10762810707092,5.51000022888184,5.36999988555908,Large-Magnitude PR
Israel,1965,120,2.10762810707092,4.92999982833862,5.36999988555908,Large-Magnitude PR
Israel,1969,120,2.10762810707092,3.63000011444092,3.5699999332428,Large-Magnitude PR
Israel,1973,120,2.10762810707092,3.84500002861023,3.34999990463257,Large-Magnitude PR
Israel,1977,120,2.10762810707092,5.02500009536743,4.36999988555908,Large-Magnitude PR
Israel,1981,120,2.10762810707092,3.58500003814697,3.13000011444092,Large-Magnitude PR
Israel,1984,120,2.10762810707092,4.31500005722046,3.85999989509583,Large-Magnitude PR
Israel,1988,120,2.10762810707092,5.02500009536743,4.38000011444092,Large-Magnitude PR
Israel,1992,120,2.10762810707092,4.90999984741211,4.3899998664856,Large-Magnitude PR
Israel,1996,120,2.10762810707092,5.84999990463257,5.61999988555908,Large-Magnitude PR
Israel,1999,120,2.10762810707092,10.1149997711182,8.6899995803833,Large-Magnitude PR
